Order Date,Product Name,Category,City,Unit Price,Quantity Sold,Total Sales,Net Profit
2025-04-11,Bath Towel Set,Bath,Chennai,30.62,14,428.68,178.07
2025-04-11,Ceramic Mug,Kitchen,Mumbai,11.78,17,200.26,96.27
2025-04-11,Table Lamp,Lighting,Delhi,33.67,7,235.69,73.19
2025-04-11,Coffee Table,Furniture,Chennai,128.26,2,256.52,78.2
2025-04-11,Wall Clock,Decor,Delhi,23.06,11,253.66,72.87
2025-04-11,Table Lamp,Lighting,Mumbai,32.8,7,229.6,88.97
2025-04-12,Office Chair,Furniture,Chennai,149.97,2,299.94,124.96
2025-04-12,Table Lamp,Lighting,Mumbai,38.11,12,457.32,200.58
2025-04-12,Cushion Cover,Decor,Pune,19.0,4,76.0,17.03
2025-04-12,Wall Clock,Decor,Hyderabad,26.13,3,78.39,34.62
2025-04-12,Coffee Table,Furniture,Hyderabad,126.97,3,380.91,89.19
2025-04-12,Bed Sheets (King),Bedding,Chennai,61.69,5,308.45,101.97
2025-04-12,Bookshelf,Furniture,Bangalore,82.5,3,247.5,74.43
2025-04-13,Frying Pan,Kitchen,Bangalore,49.01,1,49.01,15.62
2025-04-13,Frying Pan,Kitchen,Chennai,48.23,3,144.69,48.3
2025-04-13,Bed Sheets (King),Bedding,Hyderabad,60.76,6,364.56,147.84
2025-04-13,Ceramic Mug,Kitchen,Delhi,12.58,5,62.9,13.82
2025-04-13,Office Chair,Furniture,Bangalore,157.12,3,471.36,124.02
2025-04-13,Frying Pan,Kitchen,Delhi,42.06,8,336.48,141.32
2025-04-13,Office Chair,Furniture,Bangalore,156.69,3,470.07,119.3
2025-04-13,Frying Pan,Kitchen,Delhi,44.07,2,88.14,20.2
2025-04-13,Ceramic Mug,Kitchen,Hyderabad,11.19,30,335.7,76.49
2025-04-13,Table Lamp,Lighting,Chennai,38.09,9,342.81,109.37
2025-04-13,Cushion Cover,Decor,Chennai,16.86,1,16.86,4.36
2025-04-13,Ceramic Mug,Kitchen,Chennai,11.8,36,424.8,87.58
2025-04-13,Bookshelf,Furniture,Hyderabad,77.17,3,231.51,89.12
2025-04-13,Wall Clock,Decor,Chennai,25.31,2,50.62,20.91
2025-04-13,Ceramic Mug,Kitchen,Bangalore,10.89,38,413.82,177.67
2025-04-14,Office Chair,Furniture,Delhi,141.76,2,283.52,90.6
2025-04-14,Bath Towel Set,Bath,Hyderabad,27.58,6,165.48,67.77
2025-04-14,Bath Towel Set,Bath,Delhi,31.1,12,373.2,175.84
2025-04-14,Wall Clock,Decor,Hyderabad,25.98,8,207.84,95.43
2025-04-14,Wall Clock,Decor,Hyderabad,26.6,4,106.4,42.04
2025-04-14,Office Chair,Furniture,Bangalore,161.59,2,323.18,158.35
2025-04-14,Bath Towel Set,Bath,Hyderabad,31.54,6,189.24,84.34
2025-04-14,Office Chair,Furniture,Mumbai,139.15,2,278.3,74.29
2025-04-14,Office Chair,Furniture,Bangalore,135.37,2,270.74,134.48
2025-04-14,Ceramic Mug,Kitchen,Pune,11.13,35,389.55,186.76
2025-04-14,Cushion Cover,Decor,Pune,16.3,18,293.4,116.87
2025-04-14,Frying Pan,Kitchen,Chennai,45.61,5,228.05,61.68
2025-04-15,Table Lamp,Lighting,Chennai,34.99,14,489.86,181.65
2025-04-15,Wall Clock,Decor,Bangalore,25.24,3,75.72,35.61
2025-04-15,Table Lamp,Lighting,Pune,36.36,9,327.24,162.87
2025-04-15,Bookshelf,Furniture,Pune,81.91,5,409.55,147.84
2025-04-15,Bath Towel Set,Bath,Mumbai,29.62,9,266.58,53.94
2025-04-15,Coffee Table,Furniture,Bangalore,110.17,4,440.68,121.24
2025-04-15,Wall Clock,Decor,Delhi,26.21,19,497.99,130.24
2025-04-15,Frying Pan,Kitchen,Bangalore,41.51,11,456.61,191.91
2025-04-15,Ceramic Mug,Kitchen,Mumbai,12.45,11,136.95,43.24
2025-04-15,Frying Pan,Kitchen,Hyderabad,44.76,11,492.36,102.3
2025-04-15,Coffee Table,Furniture,Hyderabad,108.18,1,108.18,23.0
2025-04-15,Bath Towel Set,Bath,Bangalore,30.95,1,30.95,12.16
2025-04-15,Bath Towel Set,Bath,Bangalore,30.34,8,242.72,56.52
2025-04-15,Bed Sheets (King),Bedding,Pune,71.05,7,497.35,125.73
2025-04-15,Cushion Cover,Decor,Bangalore,17.54,19,333.26,158.32
2025-04-15,Wall Clock,Decor,Chennai,24.26,8,194.08,56.36
2025-04-16,Ceramic Mug,Kitchen,Delhi,11.36,33,374.88,171.69
2025-04-16,Wall Clock,Decor,Delhi,22.72,7,159.04,63.86
2025-04-16,Cushion Cover,Decor,Pune,16.45,7,115.15,45.99
2025-04-16,Frying Pan,Kitchen,Hyderabad,48.5,2,97.0,38.3
2025-04-16,Frying Pan,Kitchen,Chennai,47.5,5,237.5,87.21
2025-04-16,Wall Clock,Decor,Hyderabad,26.55,19,504.45,153.82
2025-04-16,Wall Clock,Decor,Chennai,23.12,2,46.24,15.26
2025-04-16,Bookshelf,Furniture,Bangalore,91.76,4,367.04,129.47
2025-04-16,Ceramic Mug,Kitchen,Delhi,12.48,23,287.04,98.79
2025-04-16,Ceramic Mug,Kitchen,Bangalore,12.13,37,448.81,174.05
2025-04-16,Bed Sheets (King),Bedding,Bangalore,62.93,4,251.72,112.56
2025-04-17,Wall Clock,Decor,Chennai,22.98,10,229.8,78.57
2025-04-17,Bed Sheets (King),Bedding,Bangalore,59.62,7,417.34,118.4
2025-04-17,Bookshelf,Furniture,Chennai,87.15,5,435.75,199.46
2025-04-17,Bookshelf,Furniture,Mumbai,80.68,5,403.4,187.09
2025-04-17,Bed Sheets (King),Bedding,Mumbai,70.12,4,280.48,66.73
2025-04-17,Ceramic Mug,Kitchen,Hyderabad,13.12,2,26.24,5.97
2025-04-17,Table Lamp,Lighting,Delhi,34.17,9,307.53,129.74
2025-04-17,Wall Clock,Decor,Delhi,26.94,19,511.86,243.93
2025-04-17,Office Chair,Furniture,Chennai,149.93,2,299.86,106.72
2025-04-17,Bed Sheets (King),Bedding,Chennai,67.34,6,404.04,186.67
2025-04-17,Frying Pan,Kitchen,Hyderabad,44.8,6,268.8,88.14
2025-04-17,Frying Pan,Kitchen,Mumbai,46.82,7,327.74,155.38
2025-04-17,Bath Towel Set,Bath,Hyderabad,29.64,7,207.48,60.47
2025-04-17,Bed Sheets (King),Bedding,Chennai,69.6,1,69.6,18.72
2025-04-17,Bed Sheets (King),Bedding,Bangalore,70.53,1,70.53,27.85
2025-04-18,Wall Clock,Decor,Hyderabad,24.32,9,218.88,86.81
2025-04-18,Coffee Table,Furniture,Pune,124.43,1,124.43,29.79
2025-04-18,Bookshelf,Furniture,Bangalore,89.36,3,268.08,129.32
2025-04-18,Ceramic Mug,Kitchen,Bangalore,10.88,16,174.08,43.04
2025-04-18,Bookshelf,Furniture,Pune,84.9,5,424.5,162.41
2025-04-18,Cushion Cover,Decor,Mumbai,18.06,18,325.08,106.04
2025-04-18,Cushion Cover,Decor,Delhi,17.08,23,392.84,78.63
2025-04-18,Frying Pan,Kitchen,Delhi,45.04,4,180.16,71.12
2025-04-18,Bookshelf,Furniture,Mumbai,82.45,1,82.45,27.48
2025-04-18,Wall Clock,Decor,Bangalore,26.71,5,133.55,35.17
2025-04-18,Bed Sheets (King),Bedding,Chennai,69.07,7,483.49,103.4
2025-04-19,Frying Pan,Kitchen,Bangalore,44.1,4,176.4,64.81
2025-04-19,Ceramic Mug,Kitchen,Pune,12.29,39,479.31,135.22
2025-04-19,Bed Sheets (King),Bedding,Chennai,66.21,1,66.21,28.96
2025-04-19,Cushion Cover,Decor,Hyderabad,17.24,5,86.2,37.56
2025-04-19,Frying Pan,Kitchen,Hyderabad,40.8,7,285.6,96.52
2025-04-19,Frying Pan,Kitchen,Bangalore,46.49,7,325.43,120.46
2025-04-19,Bookshelf,Furniture,Hyderabad,86.1,1,86.1,33.51
2025-04-19,Wall Clock,Decor,Chennai,24.58,19,467.02,133.27
2025-04-20,Ceramic Mug,Kitchen,Pune,11.94,5,59.7,26.69
2025-04-20,Cushion Cover,Decor,Mumbai,18.81,5,94.05,46.21
2025-04-20,Table Lamp,Lighting,Pune,32.48,14,454.72,192.1
2025-04-20,Bed Sheets (King),Bedding,Chennai,62.56,4,250.24,50.6
2025-04-20,Ceramic Mug,Kitchen,Bangalore,12.25,28,343.0,104.17
2025-04-20,Wall Clock,Decor,Chennai,25.77,3,77.31,22.6
2025-04-20,Coffee Table,Furniture,Mumbai,123.7,4,494.8,221.86
2025-04-20,Wall Clock,Decor,Bangalore,25.59,11,281.49,74.14
2025-04-20,Bed Sheets (King),Bedding,Hyderabad,65.13,6,390.78,146.25
2025-04-20,Bookshelf,Furniture,Hyderabad,81.45,3,244.35,71.42
2025-04-20,Coffee Table,Furniture,Chennai,130.41,1,130.41,46.44
2025-04-20,Office Chair,Furniture,Pune,154.17,1,154.17,31.33
2025-04-20,Bookshelf,Furniture,Mumbai,90.92,3,272.76,106.2
2025-04-20,Ceramic Mug,Kitchen,Pune,11.4,20,228.0,53.16
2025-04-20,Frying Pan,Kitchen,Hyderabad,48.11,11,529.21,262.33
2025-04-20,Bed Sheets (King),Bedding,Bangalore,59.23,2,118.46,47.11
2025-04-21,Office Chair,Furniture,Hyderabad,162.07,3,486.21,168.37
2025-04-21,Bed Sheets (King),Bedding,Bangalore,63.57,2,127.14,47.25
2025-04-21,Bookshelf,Furniture,Hyderabad,87.23,1,87.23,19.66
2025-04-21,Cushion Cover,Decor,Hyderabad,17.38,12,208.56,96.36
2025-04-21,Table Lamp,Lighting,Mumbai,33.73,5,168.65,76.06
2025-04-21,Bath Towel Set,Bath,Chennai,27.13,6,162.78,36.47
2025-04-21,Coffee Table,Furniture,Chennai,121.0,2,242.0,92.69
2025-04-21,Bath Towel Set,Bath,Mumbai,28.43,3,85.29,30.84
2025-04-21,Ceramic Mug,Kitchen,Delhi,11.13,7,77.91,32.61
2025-04-21,Table Lamp,Lighting,Chennai,36.81,7,257.67,93.31
2025-04-21,Ceramic Mug,Kitchen,Mumbai,10.96,26,284.96,89.93
2025-04-21,Ceramic Mug,Kitchen,Chennai,11.23,20,224.6,72.33
2025-04-21,Wall Clock,Decor,Pune,24.3,9,218.7,50.82
2025-04-21,Office Chair,Furniture,Bangalore,162.3,2,324.6,138.24
2025-04-21,Cushion Cover,Decor,Hyderabad,18.65,12,223.8,89.57
2025-04-21,Ceramic Mug,Kitchen,Bangalore,13.17,10,131.7,63.84
2025-04-21,Office Chair,Furniture,Delhi,144.97,2,289.94,82.72
2025-04-21,Wall Clock,Decor,Bangalore,24.91,9,224.19,55.46
2025-04-21,Bath Towel Set,Bath,Chennai,32.7,11,359.7,85.05
2025-04-22,Coffee Table,Furniture,Hyderabad,112.53,4,450.12,134.11
2025-04-22,Cushion Cover,Decor,Pune,18.81,4,75.24,32.75
2025-04-22,Wall Clock,Decor,Bangalore,27.38,11,301.18,118.48
2025-04-22,Bed Sheets (King),Bedding,Delhi,59.59,3,178.77,86.15
2025-04-22,Bed Sheets (King),Bedding,Hyderabad,58.85,5,294.25,119.2
2025-04-22,Bed Sheets (King),Bedding,Delhi,66.39,2,132.78,44.12
2025-04-22,Ceramic Mug,Kitchen,Mumbai,12.81,35,448.35,174.53
2025-04-22,Coffee Table,Furniture,Delhi,115.27,4,461.08,225.65
2025-04-22,Bed Sheets (King),Bedding,Mumbai,66.41,5,332.05,138.96
2025-04-22,Office Chair,Furniture,Mumbai,145.66,1,145.66,44.04
2025-04-22,Frying Pan,Kitchen,Bangalore,45.01,9,405.09,125.18
2025-04-22,Coffee Table,Furniture,Hyderabad,114.63,4,458.52,218.53
2025-04-22,Cushion Cover,Decor,Pune,16.54,24,396.96,91.7
2025-04-22,Office Chair,Furniture,Bangalore,150.18,1,150.18,43.72
2025-04-22,Ceramic Mug,Kitchen,Hyderabad,13.0,32,416.0,135.08
2025-04-22,Office Chair,Furniture,Mumbai,157.09,2,314.18,96.77
2025-04-22,Table Lamp,Lighting,Delhi,31.58,9,284.22,117.83
2025-04-22,Office Chair,Furniture,Delhi,159.74,3,479.22,125.15
2025-04-22,Wall Clock,Decor,Pune,27.27,17,463.59,94.23
2025-04-23,Bed Sheets (King),Bedding,Mumbai,62.1,1,62.1,12.63
2025-04-23,Wall Clock,Decor,Delhi,26.15,6,156.9,40.05
2025-04-23,Office Chair,Furniture,Mumbai,138.57,1,138.57,29.8
2025-04-23,Table Lamp,Lighting,Bangalore,34.87,3,104.61,36.46
2025-04-23,Cushion Cover,Decor,Pune,17.28,7,120.96,43.32
2025-04-23,Bookshelf,Furniture,Hyderabad,78.37,2,156.74,78.12
2025-04-23,Table Lamp,Lighting,Pune,32.48,7,227.36,106.74
2025-04-23,Bath Towel Set,Bath,Hyderabad,31.58,6,189.48,81.85
2025-04-23,Bed Sheets (King),Bedding,Chennai,70.8,6,424.8,169.57
2025-04-23,Wall Clock,Decor,Chennai,23.16,9,208.44,69.83
2025-04-24,Office Chair,Furniture,Pune,139.93,1,139.93,47.69
2025-04-24,Bath Towel Set,Bath,Delhi,32.77,2,65.54,32.7
2025-04-24,Bed Sheets (King),Bedding,Chennai,60.95,7,426.65,85.85
2025-04-24,Table Lamp,Lighting,Bangalore,34.43,12,413.16,89.04
2025-04-24,Bed Sheets (King),Bedding,Hyderabad,64.65,6,387.9,126.57
2025-04-24,Coffee Table,Furniture,Mumbai,131.2,1,131.2,32.04
2025-04-24,Ceramic Mug,Kitchen,Delhi,10.91,9,98.19,28.83
2025-04-24,Office Chair,Furniture,Pune,161.84,2,323.68,98.89
2025-04-24,Office Chair,Furniture,Delhi,138.74,3,416.22,148.6
2025-04-24,Frying Pan,Kitchen,Mumbai,47.36,7,331.52,96.42
2025-04-24,Bath Towel Set,Bath,Hyderabad,27.3,9,245.7,73.18
2025-04-24,Bath Towel Set,Bath,Hyderabad,27.49,15,412.35,95.6
2025-04-24,Table Lamp,Lighting,Hyderabad,35.37,10,353.7,166.04
2025-04-24,Bed Sheets (King),Bedding,Chennai,60.16,4,240.64,69.25
2025-04-24,Wall Clock,Decor,Chennai,27.31,6,163.86,65.28
2025-04-25,Coffee Table,Furniture,Chennai,108.57,3,325.71,100.63
2025-04-25,Bookshelf,Furniture,Hyderabad,86.14,2,172.28,68.83
2025-04-25,Coffee Table,Furniture,Chennai,115.54,1,115.54,31.94
2025-04-25,Bookshelf,Furniture,Delhi,85.44,2,170.88,55.18
2025-04-25,Ceramic Mug,Kitchen,Bangalore,11.56,20,231.2,87.29
2025-04-25,Table Lamp,Lighting,Hyderabad,35.34,6,212.04,84.99
2025-04-25,Bookshelf,Furniture,Delhi,89.45,1,89.45,25.35
2025-04-25,Frying Pan,Kitchen,Chennai,48.24,11,530.64,219.03
2025-04-25,Ceramic Mug,Kitchen,Delhi,11.66,6,69.96,21.19
2025-04-25,Table Lamp,Lighting,Hyderabad,36.69,2,73.38,19.99
2025-04-25,Bed Sheets (King),Bedding,Mumbai,69.06,4,276.24,61.19
2025-04-25,Ceramic Mug,Kitchen,Chennai,13.12,24,314.88,114.22
2025-04-26,Bookshelf,Furniture,Mumbai,85.62,3,256.86,84.48
2025-04-26,Cushion Cover,Decor,Pune,16.6,3,49.8,12.1
2025-04-26,Table Lamp,Lighting,Delhi,32.15,14,450.1,158.25
2025-04-26,Bookshelf,Furniture,Mumbai,91.43,2,182.86,87.19
2025-04-26,Wall Clock,Decor,Bangalore,24.65,8,197.2,42.83
2025-04-26,Bookshelf,Furniture,Pune,87.12,4,348.48,123.39
2025-04-26,Bath Towel Set,Bath,Delhi,32.76,16,524.16,249.93
2025-04-26,Bath Towel Set,Bath,Mumbai,27.35,4,109.4,44.66
2025-04-26,Bath Towel Set,Bath,Pune,29.14,5,145.7,42.44
2025-04-26,Coffee Table,Furniture,Pune,115.59,2,231.18,79.51
2025-04-26,Bath Towel Set,Bath,Delhi,29.75,2,59.5,14.02
2025-04-26,Cushion Cover,Decor,Mumbai,17.34,17,294.78,145.89
2025-04-26,Bath Towel Set,Bath,Pune,32.91,11,362.01,139.91
2025-04-27,Bookshelf,Furniture,Hyderabad,92.25,4,369.0,177.08
2025-04-27,Coffee Table,Furniture,Hyderabad,112.1,3,336.3,118.75
2025-04-27,Cushion Cover,Decor,Chennai,17.28,1,17.28,8.57
2025-04-27,Coffee Table,Furniture,Pune,111.43,2,222.86,101.19
2025-04-27,Coffee Table,Furniture,Chennai,130.12,2,260.24,73.71
2025-04-27,Office Chair,Furniture,Chennai,142.2,1,142.2,63.89
2025-04-27,Bookshelf,Furniture,Chennai,79.65,2,159.3,54.13
2025-04-27,Ceramic Mug,Kitchen,Bangalore,11.37,19,216.03,86.39
2025-04-27,Table Lamp,Lighting,Delhi,36.99,2,73.98,33.07
2025-04-27,Coffee Table,Furniture,Hyderabad,110.24,4,440.96,150.5
2025-04-27,Frying Pan,Kitchen,Bangalore,41.1,4,164.4,56.77
2025-04-27,Bed Sheets (King),Bedding,Mumbai,69.21,4,276.84,58.15
2025-04-27,Ceramic Mug,Kitchen,Bangalore,11.51,2,23.02,6.65
2025-04-27,Bath Towel Set,Bath,Delhi,27.64,5,138.2,63.99
2025-04-27,Bed Sheets (King),Bedding,Delhi,62.5,7,437.5,167.51
2025-04-28,Bookshelf,Furniture,Chennai,83.28,4,333.12,66.95
2025-04-28,Office Chair,Furniture,Delhi,144.27,2,288.54,102.42
2025-04-28,Bath Towel Set,Bath,Chennai,31.13,1,31.13,8.41
2025-04-28,Bath Towel Set,Bath,Hyderabad,32.16,16,514.56,208.05
2025-04-28,Cushion Cover,Decor,Chennai,17.95,7,125.65,57.31
2025-04-28,Wall Clock,Decor,Mumbai,24.87,17,422.79,150.64
2025-04-28,Cushion Cover,Decor,Bangalore,17.59,11,193.49,76.69
2025-04-28,Bath Towel Set,Bath,Mumbai,28.22,15,423.3,140.47
2025-04-28,Frying Pan,Kitchen,Bangalore,45.28,7,316.96,152.75
2025-04-28,Coffee Table,Furniture,Bangalore,124.24,4,496.96,160.07
2025-04-28,Coffee Table,Furniture,Mumbai,130.26,4,521.04,201.14
2025-04-28,Bath Towel Set,Bath,Delhi,32.72,11,359.92,94.88
2025-04-28,Cushion Cover,Decor,Pune,19.78,2,39.56,13.51
2025-04-28,Table Lamp,Lighting,Hyderabad,36.99,1,36.99,11.9
2025-04-28,Bed Sheets (King),Bedding,Pune,70.74,2,141.48,63.63
2025-04-28,Bath Towel Set,Bath,Chennai,31.13,4,124.52,40.21
2025-04-29,Cushion Cover,Decor,Delhi,17.08,15,256.2,94.35
2025-04-29,Office Chair,Furniture,Hyderabad,150.1,2,300.2,107.94
2025-04-29,Wall Clock,Decor,Chennai,24.96,20,499.2,131.83
2025-04-29,Wall Clock,Decor,Chennai,24.38,8,195.04,60.91
2025-04-29,Table Lamp,Lighting,Hyderabad,36.42,10,364.2,117.66
2025-04-29,Wall Clock,Decor,Pune,24.71,16,395.36,92.73
2025-04-29,Bookshelf,Furniture,Mumbai,83.66,4,334.64,98.69
2025-04-29,Bath Towel Set,Bath,Hyderabad,30.55,3,91.65,22.3
2025-04-29,Bed Sheets (King),Bedding,Chennai,63.28,1,63.28,15.02
2025-04-29,Frying Pan,Kitchen,Mumbai,40.99,11,450.89,223.62
2025-04-29,Wall Clock,Decor,Chennai,23.34,20,466.8,201.78
2025-04-29,Cushion Cover,Decor,Mumbai,17.78,3,53.34,23.78
2025-04-29,Coffee Table,Furniture,Chennai,116.01,1,116.01,24.25
2025-04-29,Cushion Cover,Decor,Hyderabad,19.58,14,274.12,97.49
2025-04-29,Bath Towel Set,Bath,Hyderabad,28.03,1,28.03,13.71
2025-04-30,Wall Clock,Decor,Bangalore,26.65,17,453.05,198.29
2025-04-30,Bath Towel Set,Bath,Mumbai,31.28,4,125.12,60.22
2025-04-30,Table Lamp,Lighting,Bangalore,36.98,9,332.82,78.38
2025-04-30,Bookshelf,Furniture,Delhi,78.09,1,78.09,35.53
2025-04-30,Coffee Table,Furniture,Chennai,125.94,3,377.82,135.07
2025-04-30,Frying Pan,Kitchen,Pune,47.02,2,94.04,30.62
2025-04-30,Table Lamp,Lighting,Hyderabad,36.21,1,36.21,12.58
2025-04-30,Wall Clock,Decor,Hyderabad,26.99,15,404.85,164.81
2025-04-30,Table Lamp,Lighting,Delhi,33.39,4,133.56,58.68
2025-04-30,Table Lamp,Lighting,Mumbai,34.98,12,419.76,203.81
2025-05-01,Frying Pan,Kitchen,Mumbai,45.26,2,90.52,18.58
2025-05-01,Bath Towel Set,Bath,Bangalore,28.67,2,57.34,23.33
2025-05-01,Table Lamp,Lighting,Pune,38.19,13,496.47,143.62
2025-05-01,Bed Sheets (King),Bedding,Delhi,60.82,1,60.82,17.85
2025-05-01,Coffee Table,Furniture,Chennai,108.58,1,108.58,33.26
2025-05-01,Ceramic Mug,Kitchen,Bangalore,12.11,22,266.42,120.87
2025-05-01,Office Chair,Furniture,Bangalore,150.55,2,301.1,126.98
2025-05-01,Wall Clock,Decor,Mumbai,23.88,8,191.04,76.2
2025-05-01,Coffee Table,Furniture,Hyderabad,112.79,1,112.79,50.11
2025-05-01,Table Lamp,Lighting,Bangalore,36.66,2,73.32,30.54
2025-05-01,Frying Pan,Kitchen,Chennai,48.34,8,386.72,82.3
2025-05-01,Wall Clock,Decor,Pune,26.59,5,132.95,40.53
2025-05-01,Bookshelf,Furniture,Hyderabad,86.13,3,258.39,84.44
2025-05-01,Frying Pan,Kitchen,Bangalore,48.43,7,339.01,143.71
2025-05-01,Table Lamp,Lighting,Hyderabad,35.99,1,35.99,12.18
2025-05-01,Bath Towel Set,Bath,Delhi,32.14,15,482.1,207.76
2025-05-02,Coffee Table,Furniture,Chennai,111.13,2,222.26,108.12
2025-05-02,Bookshelf,Furniture,Delhi,77.18,4,308.72,92.85
2025-05-02,Frying Pan,Kitchen,Mumbai,41.52,10,415.2,160.53
2025-05-02,Bed Sheets (King),Bedding,Hyderabad,61.22,3,183.66,86.57
2025-05-02,Table Lamp,Lighting,Pune,36.39,1,36.39,15.54
2025-05-02,Ceramic Mug,Kitchen,Delhi,11.96,25,299.0,79.33
2025-05-02,Ceramic Mug,Kitchen,Hyderabad,11.83,14,165.62,35.33
2025-05-02,Bath Towel Set,Bath,Delhi,27.27,11,299.97,140.6
2025-05-02,Cushion Cover,Decor,Hyderabad,18.76,1,18.76,6.27
2025-05-02,Table Lamp,Lighting,Chennai,37.45,12,449.4,184.09
2025-05-02,Coffee Table,Furniture,Hyderabad,109.66,4,438.64,218.46
2025-05-02,Ceramic Mug,Kitchen,Bangalore,11.59,31,359.29,91.65
2025-05-02,Bed Sheets (King),Bedding,Hyderabad,67.06,7,469.42,141.69
2025-05-02,Bath Towel Set,Bath,Chennai,31.86,11,350.46,132.61
2025-05-02,Bookshelf,Furniture,Delhi,92.33,1,92.33,37.82
2025-05-03,Ceramic Mug,Kitchen,Chennai,12.13,27,327.51,153.2
2025-05-03,Frying Pan,Kitchen,Delhi,41.19,1,41.19,18.02
2025-05-03,Cushion Cover,Decor,Hyderabad,17.96,25,449.0,110.26
2025-05-03,Bed Sheets (King),Bedding,Hyderabad,65.04,4,260.16,85.94
2025-05-03,Coffee Table,Furniture,Mumbai,127.84,3,383.52,120.27
2025-05-03,Ceramic Mug,Kitchen,Mumbai,11.38,17,193.46,72.34
2025-05-03,Table Lamp,Lighting,Delhi,37.38,3,112.14,41.83
2025-05-03,Bath Towel Set,Bath,Mumbai,32.73,15,490.95,171.67
2025-05-03,Bath Towel Set,Bath,Bangalore,31.4,9,282.6,121.79
2025-05-03,Ceramic Mug,Kitchen,Chennai,11.56,39,450.84,103.53
2025-05-03,Bath Towel Set,Bath,Bangalore,32.15,14,450.1,137.02
2025-05-03,Bath Towel Set,Bath,Mumbai,30.63,7,214.41,44.76
2025-05-03,Office Chair,Furniture,Chennai,145.15,3,435.45,161.14
2025-05-03,Bed Sheets (King),Bedding,Chennai,65.53,3,196.59,50.39
2025-05-03,Bookshelf,Furniture,Delhi,92.56,2,185.12,88.21
2025-05-04,Coffee Table,Furniture,Chennai,127.14,1,127.14,55.52
2025-05-04,Cushion Cover,Decor,Bangalore,17.52,19,332.88,152.12
2025-05-04,Office Chair,Furniture,Bangalore,151.76,2,303.52,147.34
