Order Date,Product Name,Category,City,Unit Price,Quantity Sold,Total Sales,Net Profit
2025-04-13,USB-C Hub,Accessories,Bangalore,36.98,5,184.9,56.69
2025-04-13,Smartwatch,Wearables,Bangalore,171.59,3,514.77,233.54
2025-04-13,Mechanical Keyboard,Accessories,Mumbai,116.12,3,348.36,143.46
2025-04-13,USB-C Hub,Accessories,Delhi,36.05,6,216.3,54.96
2025-04-13,Mechanical Keyboard,Accessories,Mumbai,106.97,1,106.97,49.93
2025-04-13,Mechanical Keyboard,Accessories,Chennai,104.31,4,417.24,162.8
2025-04-13,Tablet Pro,Mobile,Pune,592.73,2,1185.46,467.69
2025-04-13,Laptop Stand,Accessories,Bangalore,40.69,2,81.38,26.21
2025-04-13,Gaming Mouse,Accessories,Bangalore,64.02,1,64.02,19.67
2025-04-14,4K Monitor,Display,Pune,288.33,1,288.33,103.08
2025-04-14,Wireless Headphones,Audio,Chennai,126.66,1,126.66,49.2
2025-04-14,USB-C Hub,Accessories,Bangalore,35.85,2,71.7,31.69
2025-04-14,Smartwatch,Wearables,Chennai,204.69,1,204.69,41.51
2025-04-14,4K Monitor,Display,Delhi,347.4,1,347.4,162.96
2025-04-14,Bluetooth Speaker,Audio,Chennai,91.86,4,367.44,101.58
2025-04-14,Gaming Mouse,Accessories,Hyderabad,70.66,6,423.96,110.47
2025-04-14,Tablet Pro,Mobile,Delhi,510.27,2,1020.54,333.46
2025-04-14,Gaming Mouse,Accessories,Mumbai,64.11,7,448.77,141.66
2025-04-14,Wireless Headphones,Audio,Mumbai,130.73,4,522.92,260.5
2025-04-14,Gaming Mouse,Accessories,Delhi,62.52,2,125.04,51.04
2025-04-14,Laptop Stand,Accessories,Hyderabad,48.71,2,97.42,46.15
2025-04-14,4K Monitor,Display,Pune,338.94,1,338.94,92.92
2025-04-14,Tablet Pro,Mobile,Pune,540.6,1,540.6,197.81
2025-04-14,Gaming Mouse,Accessories,Mumbai,66.99,5,334.95,137.61
2025-04-14,Gaming Mouse,Accessories,Bangalore,68.66,6,411.96,193.52
2025-04-15,Bluetooth Speaker,Audio,Chennai,92.37,3,277.11,126.89
2025-04-15,Tablet Pro,Mobile,Bangalore,529.59,3,1588.77,374.64
2025-04-15,Smartphone 5G,Mobile,Bangalore,835.89,2,1671.78,470.47
2025-04-15,Smartwatch,Wearables,Pune,185.74,3,557.22,189.78
2025-04-15,4K Monitor,Display,Hyderabad,318.1,2,636.2,306.49
2025-04-15,Laptop Stand,Accessories,Mumbai,47.67,3,143.01,56.38
2025-04-15,Mechanical Keyboard,Accessories,Hyderabad,104.87,2,209.74,44.41
2025-04-15,Tablet Pro,Mobile,Bangalore,588.77,1,588.77,205.42
2025-04-15,USB-C Hub,Accessories,Hyderabad,35.77,8,286.16,142.77
2025-04-15,4K Monitor,Display,Mumbai,309.88,3,929.64,439.38
2025-04-15,4K Monitor,Display,Delhi,326.49,3,979.47,365.99
2025-04-15,Mechanical Keyboard,Accessories,Pune,106.53,3,319.59,140.97
2025-04-15,Smartphone 5G,Mobile,Hyderabad,862.98,2,1725.96,653.96
2025-04-15,Bluetooth Speaker,Audio,Pune,78.68,5,393.4,175.82
2025-04-15,Smartphone 5G,Mobile,Pune,864.94,1,864.94,284.6
2025-04-15,4K Monitor,Display,Hyderabad,342.5,1,342.5,128.01
2025-04-15,Tablet Pro,Mobile,Delhi,503.84,3,1511.52,392.88
2025-04-15,Bluetooth Speaker,Audio,Delhi,86.73,1,86.73,31.65
2025-04-16,Gaming Mouse,Accessories,Pune,63.48,1,63.48,23.92
2025-04-16,Smartwatch,Wearables,Bangalore,186.37,1,186.37,85.07
2025-04-16,Laptop Stand,Accessories,Pune,41.3,4,165.2,51.87
2025-04-16,Bluetooth Speaker,Audio,Chennai,92.69,2,185.38,40.99
2025-04-16,Laptop Stand,Accessories,Hyderabad,48.35,2,96.7,30.03
2025-04-16,Laptop Stand,Accessories,Chennai,44.6,1,44.6,9.51
2025-04-16,Gaming Mouse,Accessories,Delhi,59.95,6,359.7,124.74
2025-04-16,Laptop Stand,Accessories,Delhi,44.55,5,222.75,110.32
2025-04-16,Smartphone 5G,Mobile,Bangalore,786.58,2,1573.16,418.2
2025-04-16,Smartphone 5G,Mobile,Chennai,753.38,2,1506.76,385.89
2025-04-16,Tablet Pro,Mobile,Hyderabad,597.36,3,1792.08,546.69
2025-04-16,Gaming Mouse,Accessories,Hyderabad,70.15,5,350.75,155.19
2025-04-16,4K Monitor,Display,Bangalore,325.25,1,325.25,151.28
2025-04-16,USB-C Hub,Accessories,Chennai,38.1,9,342.9,123.98
2025-04-16,Bluetooth Speaker,Audio,Bangalore,92.45,1,92.45,39.86
2025-04-17,Smartphone 5G,Mobile,Chennai,752.21,3,2256.63,929.71
2025-04-17,Smartwatch,Wearables,Bangalore,205.98,3,617.94,268.23
2025-04-17,Laptop Stand,Accessories,Pune,44.42,11,488.62,125.3
2025-04-17,USB-C Hub,Accessories,Delhi,33.16,3,99.48,31.51
2025-04-17,Mechanical Keyboard,Accessories,Mumbai,102.18,1,102.18,21.91
2025-04-17,Mechanical Keyboard,Accessories,Mumbai,115.51,2,231.02,65.03
2025-04-17,Laptop Stand,Accessories,Chennai,45.73,8,365.84,146.5
2025-04-17,Laptop Stand,Accessories,Bangalore,41.48,4,165.92,71.1
2025-04-17,Wireless Headphones,Audio,Hyderabad,122.53,3,367.59,147.96
2025-04-17,Laptop Stand,Accessories,Pune,41.86,1,41.86,19.13
2025-04-17,Tablet Pro,Mobile,Pune,495.09,3,1485.27,683.75
2025-04-17,Gaming Mouse,Accessories,Mumbai,68.77,5,343.85,167.1
2025-04-18,Tablet Pro,Mobile,Delhi,568.55,3,1705.65,699.94
2025-04-18,Smartphone 5G,Mobile,Chennai,723.15,3,2169.45,468.72
2025-04-18,Laptop Stand,Accessories,Mumbai,46.15,4,184.6,37.3
2025-04-18,Laptop Stand,Accessories,Delhi,43.09,10,430.9,155.72
2025-04-18,Bluetooth Speaker,Audio,Bangalore,88.69,4,354.76,150.72
2025-04-18,Bluetooth Speaker,Audio,Delhi,88.21,3,264.63,74.88
2025-04-18,Mechanical Keyboard,Accessories,Pune,107.85,2,215.7,50.44
2025-04-19,Wireless Headphones,Audio,Bangalore,116.01,3,348.03,72.83
2025-04-19,USB-C Hub,Accessories,Chennai,34.14,10,341.4,110.05
2025-04-19,Smartwatch,Wearables,Hyderabad,172.97,2,345.94,88.7
2025-04-19,USB-C Hub,Accessories,Mumbai,34.08,8,272.64,125.94
2025-04-19,USB-C Hub,Accessories,Bangalore,35.31,3,105.93,44.5
2025-04-19,Laptop Stand,Accessories,Bangalore,46.31,5,231.55,100.84
2025-04-19,Smartphone 5G,Mobile,Mumbai,735.42,1,735.42,250.66
2025-04-19,Tablet Pro,Mobile,Hyderabad,604.0,3,1812.0,734.46
2025-04-19,Mechanical Keyboard,Accessories,Hyderabad,109.06,4,436.24,160.53
2025-04-19,Bluetooth Speaker,Audio,Mumbai,88.04,3,264.12,115.12
2025-04-19,Bluetooth Speaker,Audio,Pune,77.47,4,309.88,134.33
2025-04-19,Gaming Mouse,Accessories,Bangalore,65.5,4,262.0,106.2
2025-04-20,Smartphone 5G,Mobile,Chennai,872.86,3,2618.58,1167.8
2025-04-20,4K Monitor,Display,Mumbai,298.32,3,894.96,350.6
2025-04-20,Smartphone 5G,Mobile,Mumbai,790.37,3,2371.11,899.06
2025-04-20,Laptop Stand,Accessories,Chennai,42.08,3,126.24,35.55
2025-04-20,Gaming Mouse,Accessories,Bangalore,62.76,5,313.8,111.49
2025-04-20,Smartwatch,Wearables,Delhi,186.8,2,373.6,151.15
2025-04-20,Smartwatch,Wearables,Mumbai,175.17,1,175.17,71.78
2025-04-20,USB-C Hub,Accessories,Bangalore,37.2,13,483.6,231.69
2025-04-20,Tablet Pro,Mobile,Bangalore,496.77,3,1490.31,694.61
2025-04-20,Tablet Pro,Mobile,Delhi,556.08,2,1112.16,525.94
2025-04-20,USB-C Hub,Accessories,Chennai,36.93,14,517.02,155.45
2025-04-20,Wireless Headphones,Audio,Chennai,120.93,2,241.86,75.03
2025-04-20,Wireless Headphones,Audio,Hyderabad,113.52,2,227.04,105.4
2025-04-20,Mechanical Keyboard,Accessories,Chennai,112.51,1,112.51,50.01
2025-04-20,Laptop Stand,Accessories,Chennai,41.75,3,125.25,39.66
2025-04-20,4K Monitor,Display,Chennai,317.28,2,634.56,265.02
2025-04-20,USB-C Hub,Accessories,Chennai,37.65,3,112.95,26.86
2025-04-20,Laptop Stand,Accessories,Chennai,43.48,7,304.36,129.51
2025-04-20,Bluetooth Speaker,Audio,Hyderabad,90.72,1,90.72,39.52
2025-04-20,Smartphone 5G,Mobile,Hyderabad,805.49,1,805.49,190.48
2025-04-21,USB-C Hub,Accessories,Bangalore,38.08,8,304.64,63.63
2025-04-21,Gaming Mouse,Accessories,Bangalore,61.85,1,61.85,28.8
2025-04-21,Laptop Stand,Accessories,Mumbai,49.33,7,345.31,136.7
2025-04-21,USB-C Hub,Accessories,Bangalore,33.8,10,338.0,156.85
2025-04-21,Wireless Headphones,Audio,Bangalore,109.36,2,218.72,65.16
2025-04-21,Gaming Mouse,Accessories,Bangalore,64.7,3,194.1,86.85
2025-04-21,Smartwatch,Wearables,Delhi,207.51,3,622.53,137.67
2025-04-21,4K Monitor,Display,Hyderabad,318.11,1,318.11,148.45
2025-04-21,Wireless Headphones,Audio,Hyderabad,121.14,1,121.14,46.58
2025-04-21,Gaming Mouse,Accessories,Delhi,65.3,5,326.5,100.4
2025-04-21,Smartwatch,Wearables,Delhi,175.1,1,175.1,85.41
2025-04-21,Smartwatch,Wearables,Mumbai,196.57,3,589.71,133.25
2025-04-22,Gaming Mouse,Accessories,Hyderabad,64.12,5,320.6,145.54
2025-04-22,Wireless Headphones,Audio,Pune,118.84,2,237.68,112.58
2025-04-22,Smartwatch,Wearables,Chennai,178.9,2,357.8,91.52
2025-04-22,Bluetooth Speaker,Audio,Mumbai,90.36,5,451.8,109.02
2025-04-22,4K Monitor,Display,Mumbai,313.91,2,627.82,202.78
2025-04-22,4K Monitor,Display,Hyderabad,313.96,2,627.92,236.4
2025-04-22,Tablet Pro,Mobile,Mumbai,539.36,3,1618.08,455.77
2025-04-22,Wireless Headphones,Audio,Bangalore,119.5,1,119.5,43.92
2025-04-22,Smartphone 5G,Mobile,Delhi,767.8,1,767.8,215.49
2025-04-22,Wireless Headphones,Audio,Chennai,118.13,2,236.26,66.75
2025-04-22,4K Monitor,Display,Bangalore,349.32,2,698.64,220.72
2025-04-22,Smartwatch,Wearables,Hyderabad,179.73,3,539.19,204.97
2025-04-22,4K Monitor,Display,Bangalore,316.69,3,950.07,252.1
2025-04-22,Mechanical Keyboard,Accessories,Pune,102.94,2,205.88,41.62
2025-04-22,Laptop Stand,Accessories,Mumbai,47.1,1,47.1,13.87
2025-04-23,Wireless Headphones,Audio,Hyderabad,111.13,4,444.52,116.73
2025-04-23,Smartphone 5G,Mobile,Delhi,732.17,1,732.17,311.75
2025-04-23,Smartwatch,Wearables,Delhi,192.9,2,385.8,106.32
2025-04-23,4K Monitor,Display,Pune,351.47,2,702.94,242.36
2025-04-23,Mechanical Keyboard,Accessories,Mumbai,109.99,3,329.97,139.97
2025-04-23,Bluetooth Speaker,Audio,Bangalore,87.16,3,261.48,87.15
2025-04-23,Smartphone 5G,Mobile,Bangalore,739.0,3,2217.0,582.4
2025-04-23,Tablet Pro,Mobile,Delhi,563.14,1,563.14,273.38
2025-04-23,Wireless Headphones,Audio,Delhi,118.33,4,473.32,190.45
2025-04-23,Wireless Headphones,Audio,Chennai,128.98,1,128.98,63.87
2025-04-23,Bluetooth Speaker,Audio,Hyderabad,83.56,3,250.68,67.11
2025-04-23,4K Monitor,Display,Mumbai,288.22,1,288.22,134.51
2025-04-23,Gaming Mouse,Accessories,Bangalore,68.58,1,68.58,27.1
2025-04-24,Bluetooth Speaker,Audio,Bangalore,85.08,5,425.4,158.43
2025-04-24,Tablet Pro,Mobile,Bangalore,512.61,3,1537.83,554.08
2025-04-24,Laptop Stand,Accessories,Delhi,44.63,5,223.15,61.32
2025-04-24,Mechanical Keyboard,Accessories,Chennai,109.88,3,329.64,157.55
2025-04-24,Wireless Headphones,Audio,Hyderabad,126.57,1,126.57,29.87
2025-04-24,Wireless Headphones,Audio,Bangalore,111.11,2,222.22,48.94
2025-04-24,Wireless Headphones,Audio,Mumbai,109.66,4,438.64,190.71
2025-04-24,Mechanical Keyboard,Accessories,Hyderabad,119.13,2,238.26,73.32
2025-04-24,Bluetooth Speaker,Audio,Chennai,82.03,3,246.09,117.22
2025-04-24,Tablet Pro,Mobile,Chennai,575.68,2,1151.36,236.25
2025-04-24,Mechanical Keyboard,Accessories,Bangalore,101.4,4,405.6,200.03
2025-04-24,Bluetooth Speaker,Audio,Mumbai,86.59,5,432.95,191.06
2025-04-25,Laptop Stand,Accessories,Delhi,46.09,1,46.09,11.98
2025-04-25,Smartwatch,Wearables,Delhi,171.72,1,171.72,67.44
2025-04-25,Wireless Headphones,Audio,Chennai,131.56,4,526.24,124.63
2025-04-25,Gaming Mouse,Accessories,Mumbai,59.9,7,419.3,120.09
2025-04-25,Smartwatch,Wearables,Chennai,181.18,1,181.18,51.37
2025-04-25,Gaming Mouse,Accessories,Mumbai,67.97,6,407.82,107.86
2025-04-25,4K Monitor,Display,Pune,322.7,1,322.7,121.02
2025-04-25,Tablet Pro,Mobile,Bangalore,590.55,1,590.55,282.29
2025-04-25,Tablet Pro,Mobile,Delhi,569.77,3,1709.31,612.33
2025-04-25,4K Monitor,Display,Chennai,332.74,2,665.48,148.91
2025-04-26,Tablet Pro,Mobile,Pune,587.72,3,1763.16,710.57
2025-04-26,Smartwatch,Wearables,Delhi,183.86,3,551.58,197.13
2025-04-26,Bluetooth Speaker,Audio,Bangalore,80.53,4,322.12,121.65
2025-04-26,Mechanical Keyboard,Accessories,Bangalore,115.52,4,462.08,175.02
2025-04-26,Smartphone 5G,Mobile,Pune,787.28,2,1574.56,676.77
2025-04-26,USB-C Hub,Accessories,Mumbai,32.71,1,32.71,13.28
2025-04-26,Tablet Pro,Mobile,Delhi,531.11,2,1062.22,487.77
2025-04-26,Tablet Pro,Mobile,Delhi,538.39,1,538.39,191.33
2025-04-26,4K Monitor,Display,Chennai,350.16,1,350.16,112.44
2025-04-26,Smartphone 5G,Mobile,Chennai,771.74,1,771.74,364.76
2025-04-26,Gaming Mouse,Accessories,Pune,61.35,6,368.1,93.65
2025-04-26,Tablet Pro,Mobile,Bangalore,496.89,3,1490.67,624.31
2025-04-27,Bluetooth Speaker,Audio,Mumbai,91.64,3,274.92,93.04
2025-04-27,USB-C Hub,Accessories,Pune,36.11,12,433.32,186.95
2025-04-27,4K Monitor,Display,Bangalore,306.44,2,612.88,218.62
2025-04-27,Gaming Mouse,Accessories,Bangalore,63.47,4,253.88,99.79
2025-04-27,Laptop Stand,Accessories,Hyderabad,43.69,7,305.83,72.26
2025-04-27,Laptop Stand,Accessories,Chennai,45.85,7,320.95,132.11
2025-04-27,4K Monitor,Display,Hyderabad,340.16,2,680.32,261.92
2025-04-27,Wireless Headphones,Audio,Chennai,129.18,2,258.36,101.83
2025-04-27,Laptop Stand,Accessories,Mumbai,49.05,7,343.35,145.57
2025-04-27,Smartwatch,Wearables,Delhi,186.97,1,186.97,81.4
2025-04-27,Mechanical Keyboard,Accessories,Delhi,103.34,3,310.02,121.89
2025-04-27,Bluetooth Speaker,Audio,Delhi,90.53,3,271.59,127.43
2025-04-28,Mechanical Keyboard,Accessories,Hyderabad,115.53,3,346.59,109.82
2025-04-28,USB-C Hub,Accessories,Bangalore,33.55,13,436.15,198.15
2025-04-28,4K Monitor,Display,Pune,351.11,3,1053.33,395.89
2025-04-28,Wireless Headphones,Audio,Bangalore,119.15,3,357.45,77.71
2025-04-28,Smartphone 5G,Mobile,Hyderabad,751.55,3,2254.65,1054.35
2025-04-28,USB-C Hub,Accessories,Bangalore,35.87,3,107.61,26.32
2025-04-28,Wireless Headphones,Audio,Bangalore,130.54,1,130.54,56.07
2025-04-28,Smartphone 5G,Mobile,Chennai,720.84,2,1441.68,679.92
2025-04-28,USB-C Hub,Accessories,Bangalore,38.43,6,230.58,84.64
2025-04-28,Wireless Headphones,Audio,Mumbai,123.16,4,492.64,231.33
2025-04-28,Bluetooth Speaker,Audio,Mumbai,77.23,4,308.92,112.46
2025-04-28,Laptop Stand,Accessories,Pune,44.31,4,177.24,77.21
2025-04-29,Smartwatch,Wearables,Delhi,200.24,3,600.72,125.11
2025-04-29,USB-C Hub,Accessories,Bangalore,35.0,10,350.0,83.02
2025-04-29,Bluetooth Speaker,Audio,Pune,82.45,1,82.45,35.76
2025-04-29,4K Monitor,Display,Chennai,296.34,3,889.02,317.51
2025-04-29,USB-C Hub,Accessories,Delhi,35.94,14,503.16,190.79
2025-04-29,Wireless Headphones,Audio,Bangalore,129.48,3,388.44,82.82
2025-04-29,Smartphone 5G,Mobile,Bangalore,729.89,3,2189.67,486.25
2025-04-29,Wireless Headphones,Audio,Delhi,125.62,4,502.48,110.76
2025-04-29,Smartwatch,Wearables,Delhi,191.51,3,574.53,167.76
2025-04-29,USB-C Hub,Accessories,Bangalore,35.1,10,351.0,172.55
2025-04-29,Gaming Mouse,Accessories,Chennai,70.27,6,421.62,114.94
2025-04-29,Laptop Stand,Accessories,Chennai,45.02,3,135.06,50.95
2025-04-29,Smartphone 5G,Mobile,Pune,748.56,2,1497.12,325.74
2025-04-30,Gaming Mouse,Accessories,Delhi,67.81,6,406.86,164.38
2025-04-30,Gaming Mouse,Accessories,Hyderabad,71.09,2,142.18,34.63
2025-04-30,Laptop Stand,Accessories,Delhi,42.78,9,385.02,153.57
2025-04-30,Laptop Stand,Accessories,Chennai,49.07,7,343.49,152.52
2025-04-30,Gaming Mouse,Accessories,Bangalore,59.46,4,237.84,86.73
2025-04-30,Smartwatch,Wearables,Chennai,176.15,3,528.45,130.78
2025-04-30,Bluetooth Speaker,Audio,Pune,88.76,2,177.52,62.05
2025-04-30,4K Monitor,Display,Bangalore,296.76,3,890.28,380.69
2025-04-30,Gaming Mouse,Accessories,Mumbai,67.75,1,67.75,14.94
2025-04-30,Gaming Mouse,Accessories,Mumbai,71.34,5,356.7,158.19
2025-04-30,Mechanical Keyboard,Accessories,Mumbai,107.1,1,107.1,34.22
2025-04-30,4K Monitor,Display,Hyderabad,311.55,2,623.1,176.52
2025-04-30,Bluetooth Speaker,Audio,Chennai,80.9,3,242.7,105.44
2025-04-30,4K Monitor,Display,Pune,290.08,3,870.24,356.74
2025-04-30,USB-C Hub,Accessories,Chennai,35.75,13,464.75,190.23
2025-04-30,USB-C Hub,Accessories,Mumbai,33.45,8,267.6,95.99
2025-05-01,Mechanical Keyboard,Accessories,Pune,119.03,3,357.09,105.51
2025-05-01,Wireless Headphones,Audio,Hyderabad,114.41,1,114.41,56.94
2025-05-01,Gaming Mouse,Accessories,Mumbai,61.36,7,429.52,114.36
2025-05-01,Tablet Pro,Mobile,Bangalore,534.38,1,534.38,132.98
2025-05-01,Gaming Mouse,Accessories,Pune,66.29,2,132.58,44.24
2025-05-01,Smartwatch,Wearables,Delhi,200.86,1,200.86,82.11
2025-05-01,Bluetooth Speaker,Audio,Hyderabad,77.33,3,231.99,47.03
2025-05-01,Tablet Pro,Mobile,Bangalore,561.55,2,1123.1,448.65
2025-05-01,Laptop Stand,Accessories,Bangalore,47.51,2,95.02,20.47
2025-05-01,Laptop Stand,Accessories,Pune,45.07,9,405.63,110.2
2025-05-01,USB-C Hub,Accessories,Delhi,32.31,7,226.17,57.47
2025-05-01,USB-C Hub,Accessories,Delhi,36.35,1,36.35,13.62
2025-05-01,4K Monitor,Display,Mumbai,318.86,2,637.72,143.0
2025-05-01,Mechanical Keyboard,Accessories,Bangalore,120.7,3,362.1,167.94
2025-05-01,Gaming Mouse,Accessories,Mumbai,61.77,2,123.54,37.1
2025-05-01,USB-C Hub,Accessories,Bangalore,36.77,9,330.93,132.67
2025-05-01,Wireless Headphones,Audio,Bangalore,112.74,1,112.74,53.75
2025-05-02,Smartwatch,Wearables,Mumbai,199.99,3,599.97,213.05
2025-05-02,Laptop Stand,Accessories,Delhi,48.39,5,241.95,93.88
2025-05-02,USB-C Hub,Accessories,Mumbai,31.54,4,126.16,44.53
2025-05-02,Bluetooth Speaker,Audio,Hyderabad,81.84,4,327.36,98.15
2025-05-02,Tablet Pro,Mobile,Mumbai,541.79,3,1625.37,769.59
2025-05-02,4K Monitor,Display,Bangalore,342.21,2,684.42,151.82
2025-05-02,Mechanical Keyboard,Accessories,Chennai,108.28,2,216.56,70.59
2025-05-02,Smartphone 5G,Mobile,Delhi,814.1,3,2442.3,1070.77
2025-05-02,Laptop Stand,Accessories,Bangalore,46.87,10,468.7,163.83
2025-05-02,Laptop Stand,Accessories,Mumbai,47.68,6,286.08,125.76
2025-05-02,Wireless Headphones,Audio,Bangalore,110.84,4,443.36,141.52
2025-05-02,Mechanical Keyboard,Accessories,Chennai,104.26,3,312.78,138.71
2025-05-02,Smartphone 5G,Mobile,Delhi,816.34,2,1632.68,512.12
2025-05-02,USB-C Hub,Accessories,Delhi,37.97,4,151.88,40.42
2025-05-02,USB-C Hub,Accessories,Bangalore,34.74,6,208.44,97.18
2025-05-03,Smartphone 5G,Mobile,Mumbai,826.28,3,2478.84,551.88
2025-05-03,Gaming Mouse,Accessories,Hyderabad,64.75,2,129.5,32.9
2025-05-03,Tablet Pro,Mobile,Pune,570.14,3,1710.42,388.04
2025-05-03,4K Monitor,Display,Chennai,319.93,1,319.93,138.88
2025-05-03,Mechanical Keyboard,Accessories,Hyderabad,116.85,2,233.7,93.08
2025-05-03,Bluetooth Speaker,Audio,Delhi,89.08,2,178.16,41.91
2025-05-03,Laptop Stand,Accessories,Pune,44.59,9,401.31,131.79
2025-05-03,Gaming Mouse,Accessories,Delhi,61.37,2,122.74,55.81
2025-05-03,Gaming Mouse,Accessories,Delhi,65.09,7,455.63,223.64
2025-05-03,Laptop Stand,Accessories,Pune,41.16,5,205.8,42.04
2025-05-03,Laptop Stand,Accessories,Delhi,48.56,3,145.68,39.83
2025-05-04,Smartwatch,Wearables,Delhi,172.74,2,345.48,122.7
2025-05-04,Smartphone 5G,Mobile,Bangalore,868.6,1,868.6,406.77
2025-05-04,Wireless Headphones,Audio,Delhi,110.07,1,110.07,24.35
2025-05-04,Tablet Pro,Mobile,Delhi,549.76,2,1099.52,519.02
2025-05-04,Bluetooth Speaker,Audio,Bangalore,89.97,5,449.85,122.26
2025-05-04,USB-C Hub,Accessories,Hyderabad,34.73,4,138.92,50.4
2025-05-04,Gaming Mouse,Accessories,Mumbai,65.26,6,391.56,104.14
2025-05-04,Mechanical Keyboard,Accessories,Delhi,120.78,3,362.34,142.53
2025-05-05,Laptop Stand,Accessories,Pune,41.21,11,453.31,176.69
