Order Date,Product Name,Category,City,Unit Price,Quantity Sold,Total Sales,Net Profit
2025-04-14,Organic Milk,Dairy,Chennai,4.09,79,323.11,153.73
2025-04-14,Apples (1kg),Produce,Mumbai,5.39,71,382.69,149.75
2025-04-14,Tomato Ketchup,Pantry,Mumbai,3.22,125,402.5,80.56
2025-04-14,Whole Wheat Bread,Bakery,Mumbai,2.85,40,114.0,36.8
2025-04-15,Eggs (Dz),Dairy,Pune,4.06,24,97.44,27.85
2025-04-15,Chicken Breast,Meat,Mumbai,8.38,57,477.66,173.68
2025-04-15,Coffee Beans,Beverages,Pune,12.85,36,462.6,225.45
2025-04-15,Coffee Beans,Beverages,Hyderabad,11.54,16,184.64,37.21
2025-04-15,Green Tea,Beverages,Delhi,6.24,76,474.24,174.17
2025-04-15,Potato Chips,Snacks,Delhi,2.11,83,175.13,47.27
2025-04-15,Coffee Beans,Beverages,Mumbai,11.86,4,47.44,13.14
2025-04-15,Tomato Ketchup,Pantry,Pune,3.17,118,374.06,163.29
2025-04-15,Pasta,Pantry,Mumbai,2.41,167,402.47,178.41
2025-04-15,Green Tea,Beverages,Mumbai,6.21,76,471.96,131.16
2025-04-15,Eggs (Dz),Dairy,Delhi,3.79,91,344.89,78.93
2025-04-15,Organic Milk,Dairy,Pune,4.65,45,209.25,100.57
2025-04-15,Apples (1kg),Produce,Mumbai,4.63,45,208.35,64.14
2025-04-15,Coffee Beans,Beverages,Hyderabad,10.86,31,336.66,138.05
2025-04-15,Apples (1kg),Produce,Delhi,5.37,76,408.12,141.67
2025-04-15,Pasta,Pantry,Pune,2.36,43,101.48,24.14
2025-04-16,Potato Chips,Snacks,Bangalore,2.29,115,263.35,124.63
2025-04-16,Coffee Beans,Beverages,Hyderabad,11.12,1,11.12,4.98
2025-04-16,Eggs (Dz),Dairy,Chennai,4.61,18,82.98,28.04
2025-04-16,Pasta,Pantry,Mumbai,2.38,95,226.1,76.16
2025-04-16,Pasta,Pantry,Mumbai,2.64,58,153.12,42.58
2025-04-16,Potato Chips,Snacks,Mumbai,2.02,103,208.06,100.09
2025-04-16,Chicken Breast,Meat,Bangalore,8.99,28,251.72,110.45
2025-04-16,Eggs (Dz),Dairy,Hyderabad,4.22,53,223.66,84.39
2025-04-16,Green Tea,Beverages,Hyderabad,6.42,24,154.08,50.32
2025-04-16,Eggs (Dz),Dairy,Mumbai,4.1,3,12.3,4.97
2025-04-16,Potato Chips,Snacks,Bangalore,2.29,117,267.93,104.03
2025-04-16,Apples (1kg),Produce,Chennai,5.31,95,504.45,182.9
2025-04-16,Whole Wheat Bread,Bakery,Mumbai,2.76,67,184.92,58.81
2025-04-16,Tomato Ketchup,Pantry,Mumbai,3.68,3,11.04,2.22
2025-04-16,Chicken Breast,Meat,Hyderabad,8.97,56,502.32,245.82
2025-04-16,Apples (1kg),Produce,Bangalore,4.86,52,252.72,110.0
2025-04-16,Pasta,Pantry,Hyderabad,2.34,86,201.24,91.75
2025-04-16,Organic Milk,Dairy,Pune,4.23,6,25.38,6.71
2025-04-16,Whole Wheat Bread,Bakery,Chennai,3.1,34,105.4,51.22
2025-04-17,Coffee Beans,Beverages,Bangalore,11.87,18,213.66,57.7
2025-04-17,Green Tea,Beverages,Delhi,6.27,70,438.9,98.75
2025-04-17,Pasta,Pantry,Chennai,2.39,134,320.26,150.3
2025-04-17,Potato Chips,Snacks,Pune,2.1,72,151.2,36.43
2025-04-17,Pasta,Pantry,Chennai,2.73,66,180.18,44.1
2025-04-17,Green Tea,Beverages,Chennai,5.94,50,297.0,142.56
2025-04-17,Organic Milk,Dairy,Delhi,4.32,55,237.6,87.17
2025-04-17,Eggs (Dz),Dairy,Hyderabad,3.86,119,459.34,128.34
2025-04-17,Chicken Breast,Meat,Bangalore,8.55,44,376.2,105.63
2025-04-17,Eggs (Dz),Dairy,Chennai,4.16,90,374.4,103.68
2025-04-17,Chicken Breast,Meat,Hyderabad,8.93,56,500.08,187.19
2025-04-17,Chicken Breast,Meat,Chennai,8.1,55,445.5,209.78
2025-04-18,Coffee Beans,Beverages,Hyderabad,11.08,22,243.76,83.6
2025-04-18,Pasta,Pantry,Mumbai,2.59,76,196.84,58.87
2025-04-18,Organic Milk,Dairy,Bangalore,4.24,3,12.72,2.6
2025-04-18,Pasta,Pantry,Mumbai,2.44,28,68.32,27.24
2025-04-18,Tomato Ketchup,Pantry,Hyderabad,3.38,4,13.52,6.12
2025-04-18,Whole Wheat Bread,Bakery,Delhi,3.26,11,35.86,7.38
2025-04-18,Green Tea,Beverages,Chennai,6.82,8,54.56,20.9
2025-04-19,Organic Milk,Dairy,Chennai,4.19,22,92.18,37.93
2025-04-19,Pasta,Pantry,Delhi,2.6,109,283.4,68.28
2025-04-19,Tomato Ketchup,Pantry,Hyderabad,3.29,141,463.89,98.03
2025-04-19,Whole Wheat Bread,Bakery,Hyderabad,3.05,88,268.4,96.13
2025-04-19,Potato Chips,Snacks,Hyderabad,2.22,104,230.88,74.51
2025-04-19,Eggs (Dz),Dairy,Pune,4.05,116,469.8,191.8
2025-04-19,Eggs (Dz),Dairy,Delhi,4.19,99,414.81,111.6
2025-04-19,Potato Chips,Snacks,Chennai,2.3,151,347.3,69.48
2025-04-19,Apples (1kg),Produce,Delhi,4.89,86,420.54,123.88
2025-04-19,Whole Wheat Bread,Bakery,Delhi,3.12,142,443.04,189.54
2025-04-19,Whole Wheat Bread,Bakery,Delhi,2.89,15,43.35,9.42
2025-04-19,Green Tea,Beverages,Hyderabad,6.02,17,102.34,22.06
2025-04-19,Whole Wheat Bread,Bakery,Chennai,3.27,111,362.97,135.18
2025-04-19,Green Tea,Beverages,Delhi,7.02,15,105.3,36.08
2025-04-20,Apples (1kg),Produce,Hyderabad,5.2,25,130.0,64.16
2025-04-20,Tomato Ketchup,Pantry,Chennai,3.28,71,232.88,54.74
2025-04-20,Eggs (Dz),Dairy,Mumbai,3.79,102,386.58,133.7
2025-04-20,Green Tea,Beverages,Bangalore,6.43,15,96.45,35.55
2025-04-20,Organic Milk,Dairy,Hyderabad,4.18,90,376.2,139.81
2025-04-20,Organic Milk,Dairy,Pune,4.34,92,399.28,128.57
2025-04-20,Whole Wheat Bread,Bakery,Pune,2.87,141,404.67,198.82
2025-04-20,Organic Milk,Dairy,Pune,4.37,20,87.4,34.9
2025-04-20,Apples (1kg),Produce,Mumbai,4.6,46,211.6,53.79
2025-04-20,Coffee Beans,Beverages,Pune,12.82,40,512.8,161.78
2025-04-21,Whole Wheat Bread,Bakery,Delhi,3.14,127,398.78,178.33
2025-04-21,Organic Milk,Dairy,Hyderabad,4.31,30,129.3,56.52
2025-04-21,Apples (1kg),Produce,Mumbai,5.5,41,225.5,86.18
2025-04-21,Apples (1kg),Produce,Chennai,5.27,23,121.21,41.63
2025-04-21,Potato Chips,Snacks,Hyderabad,2.14,220,470.8,165.27
2025-04-21,Eggs (Dz),Dairy,Chennai,4.01,65,260.65,85.11
2025-04-21,Coffee Beans,Beverages,Delhi,12.31,8,98.48,36.12
2025-04-21,Organic Milk,Dairy,Mumbai,4.75,69,327.75,91.76
2025-04-21,Tomato Ketchup,Pantry,Chennai,3.43,114,391.02,85.29
2025-04-21,Chicken Breast,Meat,Chennai,9.12,48,437.76,169.72
2025-04-21,Coffee Beans,Beverages,Hyderabad,11.23,4,44.92,16.19
2025-04-21,Chicken Breast,Meat,Pune,9.22,35,322.7,70.64
2025-04-21,Organic Milk,Dairy,Delhi,4.71,109,513.39,191.3
2025-04-21,Coffee Beans,Beverages,Chennai,13.16,23,302.68,144.49
2025-04-22,Potato Chips,Snacks,Delhi,2.29,33,75.57,15.3
2025-04-22,Green Tea,Beverages,Bangalore,6.44,56,360.64,148.07
2025-04-22,Eggs (Dz),Dairy,Delhi,3.84,36,138.24,61.72
2025-04-22,Coffee Beans,Beverages,Mumbai,12.27,21,257.67,88.99
2025-04-22,Whole Wheat Bread,Bakery,Chennai,3.25,67,217.75,94.56
2025-04-22,Pasta,Pantry,Delhi,2.35,5,11.75,5.11
2025-04-22,Green Tea,Beverages,Pune,5.9,60,354.0,144.48
2025-04-22,Whole Wheat Bread,Bakery,Pune,2.75,154,423.5,104.2
2025-04-23,Chicken Breast,Meat,Bangalore,7.68,12,92.16,26.01
2025-04-23,Green Tea,Beverages,Delhi,6.2,66,409.2,168.58
2025-04-23,Pasta,Pantry,Delhi,2.7,64,172.8,38.15
2025-04-23,Tomato Ketchup,Pantry,Bangalore,3.15,89,280.35,85.46
2025-04-23,Potato Chips,Snacks,Pune,2.16,103,222.48,53.65
2025-04-23,Potato Chips,Snacks,Bangalore,2.41,90,216.9,106.91
2025-04-23,Organic Milk,Dairy,Bangalore,4.59,54,247.86,98.88
2025-04-23,Potato Chips,Snacks,Bangalore,2.11,197,415.67,176.66
2025-04-23,Tomato Ketchup,Pantry,Mumbai,3.3,118,389.4,163.19
2025-04-23,Apples (1kg),Produce,Mumbai,4.54,53,240.62,86.3
2025-04-23,Coffee Beans,Beverages,Bangalore,12.19,18,219.42,51.32
2025-04-23,Eggs (Dz),Dairy,Hyderabad,4.05,40,162.0,59.18
2025-04-23,Whole Wheat Bread,Bakery,Bangalore,3.16,152,480.32,197.17
2025-04-24,Eggs (Dz),Dairy,Hyderabad,4.56,86,392.16,130.3
2025-04-24,Pasta,Pantry,Mumbai,2.66,40,106.4,52.47
2025-04-24,Whole Wheat Bread,Bakery,Bangalore,3.04,21,63.84,27.78
2025-04-24,Whole Wheat Bread,Bakery,Hyderabad,2.89,33,95.37,32.54
2025-04-24,Chicken Breast,Meat,Pune,8.41,33,277.53,99.17
2025-04-24,Apples (1kg),Produce,Mumbai,4.87,3,14.61,3.74
2025-04-24,Tomato Ketchup,Pantry,Delhi,3.31,132,436.92,96.76
2025-04-24,Green Tea,Beverages,Bangalore,6.33,65,411.45,110.92
2025-04-24,Organic Milk,Dairy,Bangalore,4.56,17,77.52,20.54
2025-04-24,Whole Wheat Bread,Bakery,Chennai,2.73,45,122.85,54.48
2025-04-24,Green Tea,Beverages,Chennai,6.98,58,404.84,187.77
2025-04-24,Green Tea,Beverages,Hyderabad,6.86,26,178.36,68.43
2025-04-24,Potato Chips,Snacks,Pune,2.01,31,62.31,19.73
2025-04-24,Eggs (Dz),Dairy,Hyderabad,3.94,74,291.56,101.83
2025-04-24,Tomato Ketchup,Pantry,Hyderabad,3.24,5,16.2,7.65
2025-04-24,Coffee Beans,Beverages,Delhi,13.19,37,488.03,136.59
2025-04-25,Pasta,Pantry,Hyderabad,2.41,100,241.0,108.82
2025-04-25,Whole Wheat Bread,Bakery,Hyderabad,2.83,159,449.97,94.26
2025-04-25,Pasta,Pantry,Chennai,2.74,15,41.1,16.49
2025-04-25,Potato Chips,Snacks,Chennai,2.16,163,352.08,168.3
2025-04-25,Organic Milk,Dairy,Bangalore,4.6,26,119.6,54.34
2025-04-25,Chicken Breast,Meat,Bangalore,8.76,16,140.16,28.81
2025-04-25,Coffee Beans,Beverages,Pune,11.32,38,430.16,130.28
2025-04-25,Coffee Beans,Beverages,Bangalore,12.11,29,351.19,166.4
2025-04-25,Apples (1kg),Produce,Bangalore,4.59,26,119.34,44.37
2025-04-25,Whole Wheat Bread,Bakery,Mumbai,3.05,38,115.9,36.21
2025-04-25,Whole Wheat Bread,Bakery,Pune,2.9,97,281.3,125.51
2025-04-25,Eggs (Dz),Dairy,Mumbai,4.16,108,449.28,150.97
2025-04-26,Green Tea,Beverages,Pune,6.87,29,199.23,67.56
2025-04-26,Pasta,Pantry,Hyderabad,2.6,109,283.4,110.24
2025-04-26,Chicken Breast,Meat,Mumbai,8.81,58,510.98,129.92
2025-04-26,Whole Wheat Bread,Bakery,Hyderabad,2.84,54,153.36,61.38
2025-04-26,Organic Milk,Dairy,Bangalore,4.83,61,294.63,104.58
2025-04-26,Pasta,Pantry,Delhi,2.47,138,340.86,109.23
2025-04-26,Potato Chips,Snacks,Chennai,2.12,117,248.04,96.32
2025-04-26,Eggs (Dz),Dairy,Mumbai,4.44,32,142.08,32.46
2025-04-26,Coffee Beans,Beverages,Pune,12.61,14,176.54,75.93
2025-04-26,Apples (1kg),Produce,Pune,4.59,27,123.93,25.67
2025-04-26,Whole Wheat Bread,Bakery,Bangalore,2.78,28,77.84,30.38
2025-04-26,Chicken Breast,Meat,Pune,7.83,49,383.67,118.14
2025-04-26,Eggs (Dz),Dairy,Delhi,4.26,71,302.46,65.12
2025-04-26,Potato Chips,Snacks,Pune,2.35,149,350.15,152.84
2025-04-26,Potato Chips,Snacks,Mumbai,2.32,86,199.52,98.82
2025-04-26,Chicken Breast,Meat,Bangalore,8.43,21,177.03,83.65
2025-04-26,Apples (1kg),Produce,Pune,4.84,25,121.0,35.19
2025-04-26,Eggs (Dz),Dairy,Mumbai,4.31,95,409.45,165.98
2025-04-26,Coffee Beans,Beverages,Hyderabad,12.83,1,12.83,2.92
2025-04-27,Pasta,Pantry,Bangalore,2.46,83,204.18,55.88
2025-04-27,Green Tea,Beverages,Chennai,6.01,11,66.11,19.02
2025-04-27,Chicken Breast,Meat,Bangalore,8.36,19,158.84,70.15
2025-04-27,Coffee Beans,Beverages,Bangalore,11.53,34,392.02,80.27
2025-04-27,Whole Wheat Bread,Bakery,Hyderabad,2.73,5,13.65,4.91
2025-04-27,Tomato Ketchup,Pantry,Bangalore,3.21,138,442.98,147.21
2025-04-27,Whole Wheat Bread,Bakery,Delhi,2.83,75,212.25,49.48
2025-04-27,Eggs (Dz),Dairy,Mumbai,4.61,64,295.04,109.16
2025-04-27,Apples (1kg),Produce,Chennai,4.89,93,454.77,222.52
2025-04-27,Eggs (Dz),Dairy,Pune,3.89,96,373.44,168.48
2025-04-27,Organic Milk,Dairy,Hyderabad,4.22,88,371.36,110.91
2025-04-27,Eggs (Dz),Dairy,Bangalore,4.47,30,134.1,32.6
2025-04-27,Eggs (Dz),Dairy,Chennai,4.43,40,177.2,61.15
2025-04-27,Apples (1kg),Produce,Hyderabad,5.29,75,396.75,182.33
2025-04-27,Tomato Ketchup,Pantry,Pune,3.46,14,48.44,14.75
2025-04-27,Tomato Ketchup,Pantry,Bangalore,3.66,137,501.42,189.61
2025-04-28,Pasta,Pantry,Pune,2.66,50,133.0,65.63
2025-04-28,Apples (1kg),Produce,Mumbai,4.78,80,382.4,162.32
2025-04-28,Whole Wheat Bread,Bakery,Chennai,2.99,163,487.37,213.14
2025-04-28,Eggs (Dz),Dairy,Delhi,3.81,41,156.21,75.64
2025-04-28,Organic Milk,Dairy,Pune,4.85,101,489.85,213.07
2025-04-28,Pasta,Pantry,Pune,2.7,81,218.7,77.99
2025-04-28,Eggs (Dz),Dairy,Mumbai,4.53,36,163.08,48.71
2025-04-28,Potato Chips,Snacks,Mumbai,2.3,39,89.7,30.59
2025-04-28,Coffee Beans,Beverages,Mumbai,11.29,28,316.12,128.68
2025-04-28,Eggs (Dz),Dairy,Bangalore,4.04,115,464.6,216.15
2025-04-28,Green Tea,Beverages,Mumbai,6.84,29,198.36,42.43
2025-04-28,Green Tea,Beverages,Bangalore,6.34,10,63.4,26.5
2025-04-29,Pasta,Pantry,Chennai,2.45,49,120.05,45.07
2025-04-29,Pasta,Pantry,Hyderabad,2.64,30,79.2,22.05
2025-04-29,Potato Chips,Snacks,Bangalore,2.27,105,238.35,70.6
2025-04-29,Coffee Beans,Beverages,Pune,11.1,40,444.0,180.58
2025-04-29,Chicken Breast,Meat,Delhi,9.16,55,503.8,222.79
2025-04-29,Coffee Beans,Beverages,Hyderabad,11.29,35,395.15,162.64
2025-04-29,Organic Milk,Dairy,Mumbai,4.84,6,29.04,14.25
2025-04-29,Eggs (Dz),Dairy,Mumbai,4.54,97,440.38,165.19
2025-04-29,Chicken Breast,Meat,Delhi,8.27,30,248.1,65.4
2025-04-29,Potato Chips,Snacks,Chennai,2.2,16,35.2,8.4
2025-04-29,Organic Milk,Dairy,Bangalore,4.83,95,458.85,151.75
2025-04-29,Tomato Ketchup,Pantry,Hyderabad,3.43,88,301.84,60.5
2025-04-30,Whole Wheat Bread,Bakery,Mumbai,3.23,101,326.23,86.37
2025-04-30,Green Tea,Beverages,Delhi,6.49,63,408.87,182.53
2025-04-30,Apples (1kg),Produce,Hyderabad,5.43,20,108.6,41.84
2025-04-30,Apples (1kg),Produce,Delhi,4.75,82,389.5,87.75
2025-04-30,Coffee Beans,Beverages,Hyderabad,13.12,15,196.8,52.73
2025-04-30,Potato Chips,Snacks,Bangalore,1.99,93,185.07,49.23
2025-04-30,Tomato Ketchup,Pantry,Chennai,3.79,122,462.38,200.87
2025-04-30,Apples (1kg),Produce,Hyderabad,5.5,25,137.5,61.0
2025-05-01,Potato Chips,Snacks,Mumbai,2.15,3,6.45,2.14
2025-05-01,Pasta,Pantry,Pune,2.62,104,272.48,91.51
2025-05-01,Pasta,Pantry,Mumbai,2.53,136,344.08,161.4
2025-05-01,Pasta,Pantry,Pune,2.31,193,445.83,119.0
2025-05-01,Green Tea,Beverages,Pune,6.01,55,330.55,104.69
2025-05-01,Green Tea,Beverages,Mumbai,7.06,17,120.02,35.62
2025-05-01,Whole Wheat Bread,Bakery,Chennai,3.11,25,77.75,35.02
2025-05-01,Apples (1kg),Produce,Mumbai,5.16,90,464.4,199.56
2025-05-01,Green Tea,Beverages,Mumbai,6.62,21,139.02,49.9
2025-05-01,Potato Chips,Snacks,Bangalore,2.04,8,16.32,6.8
2025-05-01,Chicken Breast,Meat,Pune,8.71,21,182.91,80.88
2025-05-01,Green Tea,Beverages,Hyderabad,6.83,37,252.71,80.51
2025-05-01,Tomato Ketchup,Pantry,Pune,3.42,11,37.62,12.87
2025-05-02,Organic Milk,Dairy,Pune,4.5,27,121.5,29.48
2025-05-02,Potato Chips,Snacks,Delhi,2.37,175,414.75,136.98
2025-05-02,Apples (1kg),Produce,Delhi,4.61,60,276.6,94.5
2025-05-02,Pasta,Pantry,Hyderabad,2.4,103,247.2,80.82
2025-05-02,Eggs (Dz),Dairy,Chennai,4.39,8,35.12,12.72
2025-05-02,Organic Milk,Dairy,Chennai,4.16,65,270.4,103.77
2025-05-02,Apples (1kg),Produce,Pune,5.19,70,363.3,90.89
2025-05-02,Chicken Breast,Meat,Pune,8.87,50,443.5,174.45
2025-05-02,Eggs (Dz),Dairy,Bangalore,4.16,11,45.76,13.86
2025-05-02,Potato Chips,Snacks,Hyderabad,2.2,76,167.2,71.57
2025-05-02,Apples (1kg),Produce,Mumbai,4.98,20,99.6,21.95
2025-05-02,Potato Chips,Snacks,Bangalore,2.2,74,162.8,80.3
2025-05-02,Potato Chips,Snacks,Bangalore,2.13,186,396.18,158.59
2025-05-02,Whole Wheat Bread,Bakery,Hyderabad,3.17,124,393.08,83.12
2025-05-02,Pasta,Pantry,Hyderabad,2.74,157,430.18,183.25
2025-05-02,Coffee Beans,Beverages,Hyderabad,12.16,40,486.4,98.41
2025-05-03,Coffee Beans,Beverages,Hyderabad,11.14,19,211.66,92.15
2025-05-03,Green Tea,Beverages,Hyderabad,6.65,25,166.25,51.98
2025-05-03,Potato Chips,Snacks,Bangalore,2.13,123,261.99,61.65
2025-05-03,Tomato Ketchup,Pantry,Chennai,3.81,119,453.39,186.22
2025-05-03,Organic Milk,Dairy,Bangalore,4.69,108,506.52,133.56
2025-05-03,Organic Milk,Dairy,Delhi,4.21,12,50.52,21.24
2025-05-03,Eggs (Dz),Dairy,Bangalore,4.18,64,267.52,91.44
2025-05-03,Potato Chips,Snacks,Delhi,2.28,148,337.44,145.26
2025-05-03,Apples (1kg),Produce,Chennai,5.03,27,135.81,65.35
2025-05-03,Green Tea,Beverages,Delhi,6.89,67,461.63,201.07
2025-05-03,Organic Milk,Dairy,Chennai,4.28,22,94.16,24.02
2025-05-03,Eggs (Dz),Dairy,Mumbai,3.95,1,3.95,0.94
2025-05-03,Pasta,Pantry,Hyderabad,2.36,97,228.92,49.53
2025-05-03,Eggs (Dz),Dairy,Hyderabad,4.31,114,491.34,228.17
2025-05-03,Organic Milk,Dairy,Bangalore,4.5,38,171.0,64.54
2025-05-03,Coffee Beans,Beverages,Hyderabad,11.93,32,381.76,134.17
2025-05-04,Tomato Ketchup,Pantry,Delhi,3.68,48,176.64,61.78
2025-05-04,Pasta,Pantry,Pune,2.39,106,253.34,116.67
2025-05-04,Chicken Breast,Meat,Pune,9.2,24,220.8,104.75
2025-05-04,Potato Chips,Snacks,Hyderabad,2.07,218,451.26,191.42
2025-05-04,Pasta,Pantry,Chennai,2.55,16,40.8,12.88
2025-05-04,Organic Milk,Dairy,Bangalore,4.86,38,184.68,52.44
2025-05-04,Whole Wheat Bread,Bakery,Pune,2.7,47,126.9,28.5
2025-05-04,Potato Chips,Snacks,Bangalore,2.22,133,295.26,77.4
2025-05-04,Green Tea,Beverages,Delhi,6.05,37,223.85,103.04
2025-05-04,Whole Wheat Bread,Bakery,Pune,2.88,30,86.4,29.56
2025-05-05,Potato Chips,Snacks,Mumbai,2.01,118,237.18,92.64
2025-05-05,Apples (1kg),Produce,Pune,5.08,59,299.72,87.26
2025-05-05,Pasta,Pantry,Mumbai,2.37,187,443.19,155.49
2025-05-05,Tomato Ketchup,Pantry,Chennai,3.28,93,305.04,128.49
2025-05-05,Coffee Beans,Beverages,Pune,12.7,23,292.1,68.57
2025-05-05,Pasta,Pantry,Bangalore,2.71,105,284.55,77.98
2025-05-05,Potato Chips,Snacks,Chennai,2.12,176,373.12,76.06
